SMILES,CID,canonical_CID,r_inhibition_at_20_uM,r_inhibition_at_50_uM,r_pIC50,r_avg_IC50,f_inhibition_at_20_uM,f_inhibition_at_50_uM,p_IC50,f_avg_IC50,f_avg_pIC50,relative_solubility_at_20_uM,relative_solubility_at_100_uM,trypsin_IC50,NMR_std_ratio,acrylamide,chloroacetamide,series,frag_id
CN(Cc1cccc2ccccc12)c1cc(Cl)cc(CC(=O)Nc2cncc3ccccc23)c1,LON-WEI-9739a092-8,LON-WEI-9739a092-8,,,#NUM!,,,,5.278850093,5.261988653,,,,,,FALSE,FALSE,3-aminopyridine-like,
CCS(=O)(=O)N1CCN(c2cc(Cl)cc(CC(=O)Nc3cncc4ccccc34)c2)CC1,LON-WEI-9739a092-9,LON-WEI-9739a092-9,,,#NUM!,,,,5.820881761,1.510491339,,,,,,FALSE,FALSE,3-aminopyridine-like,
COc1ncc(Br)cc1Nc1cc(Cl)cc(CC(=O)Nc2cncc3ccccc23)c1,LON-WEI-9739a092-10,LON-WEI-9739a092-10,,,#NUM!,,,,6.167061915,0.680672312,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)C1NCCc2ccc(Cl)cc21,MAT-POS-fb82b63d-1,MAT-POS-fb82b63d-1,,,#NUM!,,,,5.948466131,1.125988276,,,,,,FALSE,FALSE,3-aminopyridine-like,
CN1CCc2ccc(Cl)cc2C1C(=O)Nc1cncc2ccccc12,MAT-POS-fb82b63d-3,MAT-POS-fb82b63d-3,,,#NUM!,,,,5.522468242,3.002836995,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(Cn1ccnc1)NCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-70ae9412-1,EDG-MED-70ae9412-1,,,#NUM!,,,,5.54066653,2.879608652,,,,,,FALSE,FALSE,3-aminopyridine-like,
CN(C)CC(=O)NCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-70ae9412-2,EDG-MED-70ae9412-2,,,#NUM!,,,,5.300619883,5.004723825,,,,,,FALSE,FALSE,3-aminopyridine-like,
COCC1(C(=O)Nc2cncc3ccccc23)CCOc2cc(Cl)c(Cl)cc21,EDJ-MED-37aac4bd-2,EDJ-MED-37aac4bd-2,,,4.755477215,17.55993017,,,5.393406258,4.041976105,,,,,,FALSE,FALSE,3-aminopyridine-like,
COC1(C(=O)Nc2cncc3ccccc23)CCOc2c(F)cc(F)cc21,EDJ-MED-37aac4bd-4,EDJ-MED-37aac4bd-4,,,#NUM!,,,,6.648302213,0.22474901,,,,,,FALSE,FALSE,3-aminopyridine-like,
N#Cc1cc(Cl)cc2c1NCCC2C(=O)Nc1cncc2ccccc12,ALP-POS-fe871b40-2,ALP-POS-fe871b40-2,,,#NUM!,,,,6.615900295,0.242158493,,,,,,FALSE,FALSE,3-aminopyridine-like,
COC1(C(=O)Nc2cncc3ccccc23)CCOc2cc(F)c(Cl)cc21,ALP-POS-fe871b40-11,ALP-POS-fe871b40-11,,,#NUM!,,,,6.382134298,0.414825745,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)c(Cl)cc2N1,ALP-POS-fe871b40-16,ALP-POS-fe871b40-16,,,#NUM!,,,,6.55933995,0.275841782,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC2C1CCCN2CCO,ALP-UNI-8e43a71e-2,ALP-UNI-8e43a71e-2,,,#NUM!,,,,5.331649652,4.659618362,,,,,,FALSE,FALSE,3-aminopyridine-like,
N#CCCN1CCN(C(=O)CC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,ALP-UNI-8e43a71e-7,ALP-UNI-8e43a71e-7,,,#NUM!,,,,4.671587913,21.3015932,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCN(CCCO)CC1,ALP-UNI-8e43a71e-8,ALP-UNI-8e43a71e-8,,,#NUM!,,,,5.00082602,9.980998265,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCN(CC(F)(F)CO)CC1,ALP-UNI-8e43a71e-10,ALP-UNI-8e43a71e-10,,,#NUM!,,,,5.137888319,7.279669801,,,,,,FALSE,FALSE,,
NS(=O)(=O)c1ccc(CNC(=O)CC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1,ALP-UNI-8e43a71e-16,ALP-UNI-8e43a71e-16,,,#NUM!,,,,5.429212376,3.722096457,,,,,,FALSE,FALSE,,
COCCCNC(=O)C(c1cccnc1)N(C(=O)c1cocn1)c1ccc(C(C)(C)C)cc1,ALP-POS-88a7a97e-3,ALP-POS-88a7a97e-3,,,#NUM!,,,,5.056187276,8.786435471,,,,,,FALSE,FALSE,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2cocn2)C(C(=O)NCc2cccnc2)c2cccnc2)cc1,ALP-POS-88a7a97e-4,ALP-POS-88a7a97e-4,,,#NUM!,,,,4.597215537,25.28043037,,,,,,FALSE,FALSE,Ugi,
COC(=O)C(C)NC(=O)C(c1cccnc1)N(C(=O)c1cocn1)c1ccc(C(C)(C)C)cc1,ALP-POS-88a7a97e-5,ALP-POS-88a7a97e-5,,,#NUM!,,,,5.144093415,7.176399126,,,,,,FALSE,FALSE,Ugi,
COC(=O)[C@@H]1CC[C@H](NC(=O)C(c2cccnc2)N(C(=O)c2cocn2)c2ccc(C(C)(C)C)cc2)C1,ALP-POS-88a7a97e-6,ALP-POS-88a7a97e-6,,,#NUM!,,,,5.622601965,2.384503887,,,,,,FALSE,FALSE,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2cocn2)C(C(=O)NCc2ccncc2)c2cccnc2)cc1,ALP-POS-88a7a97e-8,ALP-POS-88a7a97e-8,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2cocn2)C(C(=O)NC2CCOCC2)c2cccnc2)cc1,ALP-POS-88a7a97e-9,ALP-POS-88a7a97e-9,,,#NUM!,,,,5.409413381,3.895709987,,,,,,FALSE,FALSE,Ugi,
CN(C)C(=O)CNC(=O)C(c1cccnc1)N(C(=O)c1cocn1)c1ccc(C(C)(C)C)cc1,ALP-POS-88a7a97e-10,ALP-POS-88a7a97e-10,,,#NUM!,,,,4.534335157,29.218966,,,,,,FALSE,FALSE,Ugi,
CC(C)(C)OC(=O)NCCCNC(=O)C(c1cccnc1)N(C(=O)c1cocn1)c1ccc(C(C)(C)C)cc1,ALP-POS-88a7a97e-13,ALP-POS-88a7a97e-13,,,#NUM!,,,,5.469869692,3.389458403,,,,,,FALSE,FALSE,Ugi,
COC(=O)C1CC(NC(=O)C(c2cccnc2)N(C(=O)c2cocn2)c2ccc(C(C)(C)C)cc2)C1,ALP-POS-88a7a97e-15,ALP-POS-88a7a97e-15,,,#NUM!,,,,5.399491018,3.985740159,,,,,,FALSE,FALSE,Ugi,
CSCCNC(=O)C(c1cccnc1)N(C(=O)c1cocn1)c1ccc(C(C)(C)C)cc1,ALP-POS-88a7a97e-16,ALP-POS-88a7a97e-16,,,#NUM!,,,,5.611340716,2.447142636,,,,,,FALSE,FALSE,Ugi,
CCOC(=O)CCNC(=O)C(c1cccnc1)N(C(=O)c1cocn1)c1ccc(C(C)(C)C)cc1,ALP-POS-88a7a97e-17,ALP-POS-88a7a97e-17,,,#NUM!,,,,5.552801284,2.800262313,,,,,,FALSE,FALSE,Ugi,
CC(C)(C)OC(=O)NCCNC(=O)C(c1cccnc1)N(C(=O)c1cocn1)c1ccc(C(C)(C)C)cc1,ALP-POS-88a7a97e-19,ALP-POS-88a7a97e-19,,,#NUM!,,,,5.203743901,6.255414598,,,,,,FALSE,FALSE,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2cocn2)C(C(=O)NCC(=O)Nc2cccc([N+](=O)[O-])c2)c2cccnc2)cc1,ALP-POS-88a7a97e-20,ALP-POS-88a7a97e-20,,,#NUM!,,,,4.842367297,14.37582255,,,,,,FALSE,FALSE,,
COC(=O)[C@@H]1C[C@@H](NC(=O)C(c2cccnc2)N(C(=O)c2cocn2)c2ccc(C(C)(C)C)cc2)CN1C(=O)OC(C)(C)C,ALP-POS-88a7a97e-23,ALP-POS-88a7a97e-23,,,#NUM!,,,,5.165951992,6.824141264,,,,,,FALSE,FALSE,,
COC(=O)[C@H]1C[C@H](NC(=O)C(c2cccnc2)N(C(=O)c2cocn2)c2ccc(C(C)(C)C)cc2)CN1C(=O)OC(C)(C)C,ALP-POS-88a7a97e-24,ALP-POS-88a7a97e-24,,,#NUM!,,,,6.077408449,0.836741965,,,,,,FALSE,FALSE,,
CC(C)(C)OC(=O)N1CCC(NC(=O)C(c2cccnc2)N(C(=O)c2cocn2)c2ccc(C(C)(C)C)cc2)C1,ALP-POS-88a7a97e-25,ALP-POS-88a7a97e-25,,,#NUM!,,,,5.437597149,3.650924491,,,,,,FALSE,FALSE,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2cocn2)C(C(=O)NCC2CCOC2)c2cccnc2)cc1,ALP-POS-88a7a97e-26,ALP-POS-88a7a97e-26,,,#NUM!,,,,5.266266892,5.416679104,,,,,,FALSE,FALSE,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2cocn2)C(C(=O)NCC2CCCO2)c2cccnc2)cc1,ALP-POS-88a7a97e-27,ALP-POS-88a7a97e-27,,,#NUM!,,,,5.288447556,5.146979561,,,,,,FALSE,FALSE,Ugi,
COC(CNC(=O)C(c1cccnc1)N(C(=O)c1cocn1)c1ccc(C(C)(C)C)cc1)OC,ALP-POS-88a7a97e-29,ALP-POS-88a7a97e-29,,,#NUM!,,,,5.101899298,7.908619887,,,,,,FALSE,FALSE,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2cocn2)C(C(=O)NC2CCOC2)c2cccnc2)cc1,ALP-POS-88a7a97e-30,ALP-POS-88a7a97e-30,,,#NUM!,,,,5.558006575,2.766899755,,,,,,FALSE,FALSE,Ugi,
COCCNC(=O)C(c1cccnc1)N(C(=O)c1cocn1)c1ccc(C(C)(C)C)cc1,ALP-POS-88a7a97e-31,ALP-POS-88a7a97e-31,,,#NUM!,,,,5.072645774,8.459685665,,,,,,FALSE,FALSE,Ugi,
CCOC(=O)CNC(=O)C(c1cccnc1)N(C(=O)c1cocn1)c1ccc(C(C)(C)C)cc1,ALP-POS-88a7a97e-32,ALP-POS-88a7a97e-32,,,#NUM!,,,,5.021050828,9.526846598,,,,,,FALSE,FALSE,Ugi,
COC(=O)CNC(=O)C(c1cccnc1)N(C(=O)c1cocn1)c1ccc(C(C)(C)C)cc1,ALP-POS-88a7a97e-33,ALP-POS-88a7a97e-33,,,#NUM!,,,,4.968376843,10.75531555,,,,,,FALSE,FALSE,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2cocn2)C(C(=O)NC2COC2)c2cccnc2)cc1,ALP-POS-88a7a97e-34,ALP-POS-88a7a97e-34,,,#NUM!,,,,5.39030081,4.070982076,,,,,,FALSE,FALSE,Ugi,
COC(=O)C1(NC(=O)C(c2cccnc2)N(C(=O)c2cocn2)c2ccc(C(C)(C)C)cc2)CCCC1,ALP-POS-88a7a97e-36,ALP-POS-88a7a97e-36,,,#NUM!,,,,5.278605151,5.264957251,,,,,,FALSE,FALSE,Ugi,
COC(=O)[C@H]1C[C@@H](NC(=O)C(c2cccnc2)N(C(=O)c2cocn2)c2ccc(C(C)(C)C)cc2)CN1C(=O)OC(C)(C)C,ALP-POS-88a7a97e-37,ALP-POS-88a7a97e-37,,,#NUM!,,,,5.273888359,5.322450624,,,,,,FALSE,FALSE,,
CC(C)(C)OC(=O)CNC(=O)C(c1cccnc1)N(C(=O)c1cocn1)c1ccc(C(C)(C)C)cc1,ALP-POS-88a7a97e-38,ALP-POS-88a7a97e-38,,,#NUM!,,,,5.087145482,8.181906602,,,,,,FALSE,FALSE,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2cocn2)C(C(=O)NC2CC(F)(F)C2)c2cccnc2)cc1,ALP-POS-88a7a97e-39,ALP-POS-88a7a97e-39,,,#NUM!,,,,5.629481561,2.34702891,,,,,,FALSE,FALSE,Ugi,
COC(=O)[C@@H]1C[C@H](NC(=O)C(c2cccnc2)N(C(=O)c2cocn2)c2ccc(C(C)(C)C)cc2)CN1C(=O)OC(C)(C)C,ALP-POS-88a7a97e-40,ALP-POS-88a7a97e-40,,,#NUM!,,,,5.575602311,2.65703753,,,,,,FALSE,FALSE,,
COc1ccc(NC(=O)C(c2cccnc2)N(C(=O)c2cocn2)c2ccc(C(C)(C)C)cc2)cn1,ALP-POS-88a7a97e-41,ALP-POS-88a7a97e-41,,,#NUM!,,,,5.270329173,5.366249084,,,,,,FALSE,FALSE,Ugi,
Cc1ccc(S(=O)(=O)CNC(=O)C(c2cccnc2)N(C(=O)c2cocn2)c2ccc(C(C)(C)C)cc2)cc1,ALP-POS-88a7a97e-42,ALP-POS-88a7a97e-42,,,#NUM!,,,,4.201555371,62.87016923,,,,,,FALSE,FALSE,Ugi,
CC(C)(C)OC(=O)N1CC(NC(=O)C(c2cccnc2)N(C(=O)c2cocn2)c2ccc(C(C)(C)C)cc2)C1,ALP-POS-88a7a97e-43,ALP-POS-88a7a97e-43,,,#NUM!,,,,5.160358839,6.912595764,,,,,,FALSE,FALSE,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2cocn2)C(C(=O)NCC(=O)OCc2ccccc2)c2cccnc2)cc1,ALP-POS-88a7a97e-44,ALP-POS-88a7a97e-44,,,#NUM!,,,,5.003440518,9.921092122,,,,,,FALSE,FALSE,Ugi,
CSCCCNC(=O)C(c1cccnc1)N(C(=O)c1cocn1)c1ccc(C(C)(C)C)cc1,ALP-POS-88a7a97e-46,ALP-POS-88a7a97e-46,,,#NUM!,,,,5.414736902,3.848248401,,,,,,FALSE,FALSE,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2cocn2)C(C(=O)NCCN2CCOCC2)c2cccnc2)cc1,ALP-POS-88a7a97e-47,ALP-POS-88a7a97e-47,,,#NUM!,,,,4.083303148,82.54615561,,,,,,FALSE,FALSE,Ugi,
CCOC(=O)CCCNC(=O)C(c1cccnc1)N(C(=O)c1cocn1)c1ccc(C(C)(C)C)cc1,ALP-POS-88a7a97e-48,ALP-POS-88a7a97e-48,,,#NUM!,,,,5.204851322,6.239484039,,,,,,FALSE,FALSE,Ugi,
CCOC(=O)c1ncoc1CNC(=O)C(c1cccnc1)N(C(=O)c1cocn1)c1ccc(C(C)(C)C)cc1,ALP-POS-88a7a97e-49,ALP-POS-88a7a97e-49,,,#NUM!,,,,5.230730276,5.878543341,,,,,,FALSE,FALSE,Ugi,
COCCCNCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDJ-MED-8c98ee63-1,EDJ-MED-8c98ee63-1,,,4.647579456,22.51233506,,,4.943724638,11.38348822,,,,,,FALSE,FALSE,3-aminopyridine-like,
Cn1ccc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)n1,EDJ-MED-8c98ee63-2,EDJ-MED-8c98ee63-2,,,#NUM!,,,,6.095386763,0.802810856,,,,,,FALSE,FALSE,3-aminopyridine-like,
Cn1c(=O)ccn(CC(=O)NC(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)c1=O,EDJ-MED-ee07cf00-1,EDJ-MED-ee07cf00-1,,,4.802115351,15.77192302,,,4.946560033,11.30941047,,,,,,FALSE,FALSE,Ugi,
Cn1ncc2c(=O)n(CC(=O)NC(C(=O)Nc3cncc4ccccc34)c3cccc(Cl)c3)cnc21,EDJ-MED-ee07cf00-3,EDJ-MED-ee07cf00-3,,,4.004364805,99,,,4.624319563,23.75092003,,,,,,FALSE,FALSE,Ugi,
CC(NC(=O)C1CCC1)C(=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,EDJ-MED-ee07cf00-4,EDJ-MED-ee07cf00-4,,,#NUM!,,,,5.318226067,4.805891181,,,,,,FALSE,FALSE,Ugi,
N#Cc1ccc(C(=O)NCC(=O)NC(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)cc1,EDJ-MED-ee07cf00-5,EDJ-MED-ee07cf00-5,,,#NUM!,,,,4.727505823,18.72811971,,,,,,FALSE,FALSE,Ugi,
Cn1cc(C2=NOC(C(=O)NC(C(=O)Nc3cncc4ccccc34)c3cccc(Cl)c3)C2)cn1,EDJ-MED-ee07cf00-6,EDJ-MED-ee07cf00-6,,,#NUM!,,,,5.143252566,7.190307008,,,,,,FALSE,FALSE,Ugi,
N#Cc1cn(CC(=O)NC(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)c(=O)[nH]c1=O,EDJ-MED-ee07cf00-8,EDJ-MED-ee07cf00-8,,,4.608699037,24.62073211,,,4.672848822,21.23983691,,,,,,FALSE,FALSE,Ugi,
O=C(Cn1nnc(-c2ccccc2)n1)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,EDJ-MED-ee07cf00-9,EDJ-MED-ee07cf00-9,,,4.458515941,34.79237366,,,4.737888039,18.28571562,,,,,,FALSE,FALSE,Ugi,
O=C(Cn1cnc(C(F)(F)F)n1)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,EDJ-MED-ee07cf00-10,EDJ-MED-ee07cf00-10,,,#NUM!,,,,4.865026512,13.64499836,,,,,,FALSE,FALSE,Ugi,
NC(=O)c1ccc(OCC(=O)NC(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)cc1,EDJ-MED-ee07cf00-12,EDJ-MED-ee07cf00-12,,,#NUM!,,,,5.518162199,3.032758307,,,,,,FALSE,FALSE,Ugi,
O=C(Cn1nc2n(c(=O)c1=O)CCC2)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,EDJ-MED-ee07cf00-14,EDJ-MED-ee07cf00-14,,,#NUM!,,,,5.559458216,2.757666758,,,,,,FALSE,FALSE,Ugi,
O=C(Cc1ccc(-n2cnnn2)cc1)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,EDJ-MED-ee07cf00-15,EDJ-MED-ee07cf00-15,,,#NUM!,,,,4.989226196,10.2511787,,,,,,FALSE,FALSE,Ugi,
O=C(Cn1cc(Cl)c(=O)[nH]c1=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,EDJ-MED-ee07cf00-16,EDJ-MED-ee07cf00-16,,,#NUM!,,,,5.029924424,9.334167192,,,,,,FALSE,FALSE,Ugi,
O=C(Cn1ncn2nccc2c1=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,EDJ-MED-ee07cf00-17,EDJ-MED-ee07cf00-17,,,#NUM!,,,,4.709627343,19.51518428,,,,,,FALSE,FALSE,Ugi,
O=C(CN1CCN(C2CC2)C1=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,EDJ-MED-ee07cf00-18,EDJ-MED-ee07cf00-18,,,#NUM!,,,,5.62934582,2.347762599,,,,,,FALSE,FALSE,Ugi,
O=C(Nc1cncc2ccccc12)[C@@]1(O)CCOc2ccc(Cl)cc21,MAT-POS-9db1e783-1,MAT-POS-9db1e783-1,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)C1(CO)CCOc2ccc(Cl)cc21,MAT-POS-9db1e783-2,MAT-POS-9db1e783-2,,,5.93002792,1.174822024,,,5.963356797,1.088035845,,,,,,FALSE,FALSE,3-aminopyridine-like,
COC(=O)/C=C/C(=O)N(C(=O)[C@H]1CCOc2ccc(Cl)cc21)c1cncc2ccccc12,MAT-POS-9db1e783-3,MAT-POS-9db1e783-3,,,#NUM!,,,,5.360761229,4.357513799,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCCC1c1nc[nH]n1,EDG-MED-ba1ac7b9-9,EDG-MED-ba1ac7b9-9,,,#NUM!,,,,6.35999973,0.436516104,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCCC1c1cc[nH]n1,EDG-MED-ba1ac7b9-10,EDG-MED-ba1ac7b9-10,,,#NUM!,,,,6.21045513,0.615949164,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCCC1c1cn[nH]c1,EDG-MED-ba1ac7b9-11,EDG-MED-ba1ac7b9-11,,,#NUM!,,,,6.281055596,0.523533413,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCC1c1nnn[nH]1,EDG-MED-ba1ac7b9-12,EDG-MED-ba1ac7b9-12,,,#NUM!,,,,5.098103716,7.978041378,,,,,,FALSE,FALSE,3-aminopyridine-like,
CN1C[C@@H]2C[C@H]1CN2C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-ba1ac7b9-13,EDG-MED-ba1ac7b9-13,,,#NUM!,,,,5.194311395,6.392763014,,,,,,FALSE,FALSE,3-aminopyridine-like,
CC1CN(C)CCN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-ba1ac7b9-15,EDG-MED-ba1ac7b9-15,,,#NUM!,,,,5.196648772,6.35844952,,,,,,FALSE,FALSE,3-aminopyridine-like,
Cn1cncc1CN(C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CC1,EDG-MED-ba1ac7b9-16,EDG-MED-ba1ac7b9-16,,,#NUM!,,,,5.214496296,6.102442617,,,,,,FALSE,FALSE,3-aminopyridine-like,
Cn1ccnc1CN(C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CC1,EDG-MED-ba1ac7b9-17,EDG-MED-ba1ac7b9-17,,,#NUM!,,,,5.296421054,5.053344967,,,,,,FALSE,FALSE,3-aminopyridine-like,
CC1Cn2nccc2CN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-ba1ac7b9-18,EDG-MED-ba1ac7b9-18,,,#NUM!,,,,5.655926639,2.208377739,,,,,,FALSE,FALSE,3-aminopyridine-like,
CC1c2nncn2CCN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-ba1ac7b9-19,EDG-MED-ba1ac7b9-19,,,#NUM!,,,,5.598498528,2.520585723,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCOCC1CC(F)F,EDG-MED-ba1ac7b9-20,EDG-MED-ba1ac7b9-20,,,#NUM!,,,,4.993904451,10.14134481,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCC1Cn1ccnc1,EDG-MED-ba1ac7b9-21,EDG-MED-ba1ac7b9-21,,,#NUM!,,,,6.207829573,0.619684205,,,,,,FALSE,FALSE,3-aminopyridine-like,
NC(=O)C1Cc2[nH]cnc2CN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-ba1ac7b9-22,EDG-MED-ba1ac7b9-22,,,#NUM!,,,,5.032552799,9.277846884,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1C[C@@H]2C[C@H]1CN2CC(F)F,EDG-MED-ba1ac7b9-23,EDG-MED-ba1ac7b9-23,,,#NUM!,,,,5.422466488,3.780363068,,,,,,FALSE,FALSE,3-aminopyridine-like,
CC1CN(C(=O)CC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CCN1CCO,EDG-MED-ba1ac7b9-25,EDG-MED-ba1ac7b9-25,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,3-aminopyridine-like,
CC1CN(CCO)CCN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDG-MED-ba1ac7b9-27,EDG-MED-ba1ac7b9-27,,,#NUM!,,,,4.837685764,14.5316268,,,,,,FALSE,FALSE,3-aminopyridine-like,
CN(CCO)C1CCN(C(=O)CC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,EDG-MED-ba1ac7b9-28,EDG-MED-ba1ac7b9-28,,,#NUM!,,,,4.424787552,37.60213015,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCN(CCCO)CC1,ALP-UNI-3496895b-8,ALP-UNI-3496895b-8,,,4.713040802,19.36240044,,,#NUM!,,,,,,,FALSE,FALSE,3-aminopyridine-like,
CN1C(=O)CCc2cc(N(C(=O)c3cocn3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)ccc21,ALP-POS-ced8ea4d-1,ALP-POS-ced8ea4d-1,,,#NUM!,,,,4.196999208,63.53320899,,,,,,FALSE,FALSE,Ugi,
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cocn1)C1CC2CCCC2C1,ALP-POS-ced8ea4d-2,ALP-POS-ced8ea4d-2,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,Ugi,
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cocn1)C1CCc2cc(F)ccc21,ALP-POS-ced8ea4d-3,ALP-POS-ced8ea4d-3,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,Ugi,
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cocn1)C1COc2ccccc2C1,ALP-POS-ced8ea4d-4,ALP-POS-ced8ea4d-4,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,Ugi,
CC(C)S(=O)(=O)c1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-ced8ea4d-5,ALP-POS-ced8ea4d-5,,,#NUM!,,,,4.179735809,66.10954847,,,,,,FALSE,FALSE,,
COC1CC2(C1)CC(N(C(=O)c1cocn1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C2,ALP-POS-ced8ea4d-6,ALP-POS-ced8ea4d-6,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,Ugi,
Cn1ncc2cc(N(C(=O)c3cocn3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)ccc21,ALP-POS-ced8ea4d-8,ALP-POS-ced8ea4d-8,,,#NUM!,,,,4.318541912,48.02397319,,,,,,FALSE,FALSE,Ugi,
CS(=O)(=O)c1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-ced8ea4d-9,ALP-POS-ced8ea4d-9,,,#NUM!,,,,4.119740372,75.90312008,,,,,,FALSE,FALSE,Ugi,
